id_cliente,edad,genero,ingresos,plataforma,interacciones,compras,promedio_ticket,total_gastado,fecha_primer_compra,fecha_ultima_compra,dias_desde_ultima,recomendaciones,costo_adquisicion
C10367,22,M,18000,TikTok,45,3,38,114,2024-07-09,2025-02-09,51,1,14
C10368,26,F,18000,TikTok,41,2,27,54,2023-02-22,2024-11-28,124,0,8
C10369,60,F,75224,Facebook,16,5,52,260,2023-05-30,2024-12-10,112,0,24
C10370,59,M,46860,Facebook,18,1,62,62,2022-09-22,2025-02-13,47,0,31
C10371,28,F,28057,TikTok,37,3,37,111,2022-11-23,2025-02-27,33,0,15
C10372,51,M,70006,Facebook,12,5,63,315,2024-05-01,2025-03-14,18,1,22
C10373,53,F,76943,Facebook,16,1,82,82,2023-01-12,2024-10-28,155,0,19
C10374,29,F,35167,Instagram,22,3,16,48,2023-09-25,2025-01-30,61,0,24
C10375,33,F,45543,Facebook,14,4,94,376,2023-01-15,2025-02-01,59,0,27
C10376,30,M,45070,Facebook,16,1,76,76,2022-08-04,2024-12-22,100,0,24
C10377,21,F,18000,TikTok,42,1,33,33,2023-09-28,2024-11-27,125,0,17
C10378,27,M,40073,TikTok,44,1,35,35,2024-04-05,2025-03-09,23,0,13
C10379,25,F,23438,Instagram,14,2,19,38,2024-02-01,2025-01-09,82,0,17
C10380,55,F,57989,Facebook,15,1,83,83,2022-11-11,2024-10-30,153,0,34
C10381,22,F,18000,TikTok,37,1,14,14,2022-06-17,2024-11-30,122,1,8
C10382,33,M,58368,Facebook,11,1,98,98,2023-02-02,2024-11-08,144,1,25
C10383,35,F,67069,Instagram,23,2,57,114,2023-11-16,2024-11-30,122,0,15
C10384,21,M,31782,TikTok,38,4,33,132,2023-10-11,2025-02-08,52,2,10
C10385,18,M,18000,Instagram,33,5,46,230,2022-11-20,2025-02-20,40,0,19
C10386,36,F,50809,Instagram,36,1,35,35,2022-12-13,2025-01-18,73,0,16
C10387,35,M,45821,Instagram,24,3,31,93,2023-06-27,2025-03-16,16,1,21
C10388,60,F,51734,Facebook,19,2,87,174,2023-12-29,2025-02-01,59,0,15
C10389,60,M,56037,Facebook,13,3,72,216,2024-03-13,2024-12-10,112,1,20
C10390,20,M,32410,TikTok,39,1,38,38,2023-12-21,2024-12-21,101,0,17
C10391,22,F,40162,TikTok,52,5,17,85,2024-04-16,2025-01-09,82,2,6
C10392,38,M,78928,Instagram,32,2,34,68,2023-07-03,2025-03-15,17,0,15
C10393,25,F,61619,TikTok,39,3,12,36,2022-12-23,2024-10-20,163,0,7
C10394,19,M,47947,Instagram,32,4,33,132,2023-02-08,2024-11-19,133,0,25
C10395,38,F,77892,Instagram,27,2,49,98,2022-05-31,2024-10-13,170,2,12
C10396,38,F,50867,Facebook,12,3,65,195,2023-08-15,2024-10-16,167,1,23
C10397,25,M,42805,TikTok,30,1,11,11,2023-09-21,2024-12-18,104,2,5
C10398,25,F,39640,Instagram,24,3,17,51,2023-02-14,2024-12-07,115,1,13
C10399,18,M,18000,Instagram,35,5,60,300,2024-08-05,2025-03-08,24,0,24
C10400,55,M,51204,Facebook,20,2,47,94,2022-12-09,2025-03-07,25,0,23
C10401,26,F,62906,TikTok,37,4,19,76,2023-03-09,2024-12-05,117,2,9
C10402,18,M,18000,Instagram,29,1,27,27,2024-05-29,2024-12-17,105,1,17
C10403,44,M,64068,Facebook,8,1,94,94,2023-07-18,2024-11-27,125,0,35
C10404,31,M,49742,Instagram,44,5,54,270,2022-06-24,2024-11-13,139,0,11
C10405,31,M,51001,Instagram,38,4,44,176,2023-08-13,2024-12-28,94,0,14
C10406,18,M,19371,Instagram,30,1,59,59,2023-09-10,2025-02-15,45,1,22
C10407,21,M,34690,Instagram,22,2,18,36,2022-07-06,2024-10-07,176,0,17
C10408,23,M,47846,Instagram,32,4,27,108,2023-03-25,2024-11-04,148,1,20
C10409,38,F,26356,Instagram,25,1,56,56,2023-08-15,2025-03-01,31,0,15
C10410,34,M,36112,Facebook,12,2,118,236,2023-08-30,2024-11-11,141,0,31
C10411,25,M,47972,TikTok,27,1,21,21,2023-12-28,2024-12-18,104,0,12
C10412,33,F,32827,Facebook,11,4,91,364,2023-02-13,2024-10-22,161,0,34
C10413,28,M,64060,TikTok,40,4,38,152,2023-07-24,2025-01-24,67,0,7
C10414,16,F,60978,TikTok,41,1,36,36,2022-11-17,2024-12-25,97,1,7
C10415,37,M,38004,Instagram,25,1,25,25,2024-02-20,2024-12-04,118,3,18
C10416,27,F,35467,TikTok,47,2,11,22,2022-11-16,2025-02-06,54,1,14
C10417,45,M,47366,Facebook,11,3,48,144,2024-07-01,2025-02-02,58,0,30
C10418,20,M,25995,TikTok,39,1,23,23,2023-05-27,2025-02-11,49,0,17
C10419,55,F,70480,Facebook,10,2,81,162,2023-01-03,2024-11-09,143,1,19
C10420,16,F,48599,TikTok,36,3,28,84,2023-04-24,2025-02-17,43,0,20
C10421,46,M,65059,Facebook,15,1,106,106,2023-06-04,2024-11-22,130,0,20
C10422,36,M,20547,Facebook,19,4,109,436,2023-09-29,2025-01-25,66,0,25
C10423,30,M,18000,Facebook,16,4,90,360,2022-08-08,2024-10-21,162,0,29
C10424,33,F,77375,Instagram,30,1,33,33,2023-08-17,2024-10-27,156,1,23
C10425,34,M,30591,Instagram,31,1,20,20,2023-10-27,2025-01-04,87,1,11
C10426,55,M,66295,Facebook,19,2,119,238,2022-10-15,2024-12-04,118,1,27
C10427,17,F,52445,TikTok,38,2,18,36,2023-06-24,2024-11-23,129,1,7
C10428,39,F,67000,Instagram,32,2,46,92,2022-07-20,2024-10-17,166,0,22
C10429,16,F,36925,TikTok,47,2,38,76,2024-06-09,2025-01-15,76,0,6
C10430,54,M,29951,Facebook,14,1,66,66,2023-11-18,2024-12-15,107,0,24
C10431,34,M,19216,Instagram,33,4,31,124,2024-06-05,2025-01-24,67,0,12
C10432,49,F,59837,Facebook,19,2,108,216,2023-10-14,2024-10-29,154,1,28
C10433,20,M,24250,Instagram,32,3,54,162,2023-06-19,2024-10-17,166,1,11
C10434,31,M,58839,Instagram,28,2,22,44,2023-05-12,2025-03-04,28,0,13
C10435,29,M,52773,TikTok,35,3,21,63,2024-07-06,2025-02-13,47,0,9
C10436,40,M,62045,Instagram,24,3,17,51,2022-07-17,2024-12-20,102,1,13
C10437,38,F,48777,Instagram,25,1,48,48,2023-07-27,2025-01-31,60,0,13
C10438,48,F,65431,Facebook,20,2,49,98,2023-11-16,2024-11-28,124,0,22
C10439,18,M,28281,Instagram,26,4,46,184,2023-05-13,2024-12-14,108,1,22
C10440,29,M,25946,TikTok,38,2,17,34,2023-02-23,2025-03-08,24,0,11
C10441,54,M,67590,Facebook,20,2,101,202,2022-09-28,2024-12-15,107,1,25
C10442,50,M,58916,Facebook,23,2,86,172,2022-12-23,2025-01-07,84,1,19
C10443,31,M,52422,Facebook,15,2,118,236,2023-09-01,2024-12-01,121,1,31
C10444,26,M,44410,TikTok,40,1,15,15,2022-10-23,2024-11-05,147,0,8
C10445,21,F,18000,Instagram,29,1,55,55,2022-07-10,2024-11-16,136,2,22
C10446,24,F,66255,Instagram,31,1,25,25,2023-06-08,2025-01-31,60,1,12
C10447,30,M,64893,Instagram,30,3,48,144,2023-05-20,2024-11-01,151,1,22
C10448,29,F,49422,TikTok,31,1,36,36,2024-03-08,2024-10-10,173,0,17
C10449,27,F,45184,Instagram,24,1,60,60,2022-08-12,2024-11-02,150,0,24
C10450,57,F,70095,Facebook,12,1,42,42,2023-10-29,2024-11-30,122,0,16
C10451,26,F,22818,TikTok,38,2,35,70,2023-12-14,2025-02-04,56,0,16
C10452,37,F,53678,Instagram,25,3,39,117,2023-06-14,2024-10-20,163,0,14
C10453,32,F,29668,Facebook,16,2,73,146,2024-03-28,2025-02-22,38,1,19
C10454,27,F,36158,Instagram,31,1,41,41,2023-07-25,2024-12-03,119,0,12
C10455,38,F,72435,Instagram,18,2,49,98,2024-06-14,2025-01-01,90,2,23
C10456,30,M,30319,Facebook,12,3,80,240,2023-08-08,2025-01-02,89,0,32
C10457,18,F,54782,TikTok,40,3,21,63,2022-07-31,2024-12-04,118,0,14
C10458,21,F,24020,TikTok,27,2,30,60,2023-11-25,2024-10-19,164,0,18
C10459,23,M,35153,TikTok,41,2,14,28,2023-09-27,2024-11-08,144,1,19
C10460,39,F,43953,Facebook,16,3,109,327,2023-05-14,2025-02-22,38,2,21
C10461,25,M,37067,TikTok,39,1,23,23,2022-08-13,2024-10-26,157,1,11
C10462,59,F,55904,Facebook,15,1,60,60,2022-10-07,2024-11-29,123,1,20
C10463,33,F,44570,Instagram,24,1,19,19,2022-06-19,2024-12-04,118,0,22
C10464,23,M,49383,Instagram,30,2,50,100,2023-03-22,2024-12-07,115,1,23
C10465,32,M,44742,Instagram,21,4,26,104,2022-07-24,2024-10-07,176,1,20
C10466,23,M,21765,Instagram,27,4,36,144,2023-08-17,2025-01-05,86,1,20
C10467,40,M,76519,Facebook,15,1,78,78,2023-03-21,2024-11-04,148,0,25
C10468,28,F,68148,Instagram,44,3,23,69,2023-02-11,2025-01-07,84,0,25
C10469,18,F,18000,Instagram,32,1,37,37,2022-12-31,2025-02-14,46,1,18
C10470,30,F,42646,Instagram,30,3,56,168,2022-09-16,2025-02-11,49,0,20
C10471,38,F,39281,Instagram,29,1,42,42,2023-05-12,2024-12-25,97,0,25
C10472,32,F,45847,Instagram,19,3,41,123,2023-06-20,2024-10-14,169,1,19
C10473,23,M,24100,Instagram,25,1,51,51,2022-12-13,2025-01-25,66,1,15
C10474,30,M,62374,TikTok,34,2,31,62,2024-06-21,2025-01-19,72,0,7
C10475,36,F,58869,Facebook,19,6,107,642,2023-05-08,2024-12-05,117,0,32
C10476,38,M,50367,Facebook,13,2,53,106,2022-10-03,2024-11-12,140,0,29
C10477,54,M,57188,Facebook,22,4,66,264,2023-09-25,2024-10-29,154,1,31
C10478,19,F,18000,Instagram,32,2,32,64,2023-09-06,2025-02-04,56,0,20
C10479,44,M,29163,Facebook,11,1,119,119,2022-12-23,2025-03-06,26,1,26
C10480,56,F,96680,Facebook,10,2,103,206,2023-10-30,2024-11-27,125,1,28
C10481,19,F,18000,TikTok,39,2,11,22,2023-01-29,2024-10-15,168,0,13
C10482,52,M,74429,Facebook,16,2,101,202,2023-03-02,2025-02-22,38,2,33
C10483,25,F,33543,Instagram,33,5,43,215,2023-04-07,2025-02-16,44,1,12
C10484,51,M,69050,Facebook,12,3,62,186,2024-03-17,2024-10-18,165,0,26
C10485,57,M,64107,Facebook,12,1,62,62,2023-11-30,2025-01-16,75,1,31
C10486,45,M,59364,Facebook,12,2,66,132,2022-09-09,2024-10-12,171,0,29
C10487,37,M,43094,Instagram,31,1,24,24,2024-04-01,2025-02-26,34,1,14
C10488,17,F,73898,TikTok,44,2,28,56,2022-08-09,2024-10-18,165,0,17
C10489,37,M,54772,Instagram,24,1,41,41,2022-12-03,2024-10-31,152,0,22
C10490,42,F,34713,Facebook,15,1,43,43,2024-01-13,2025-01-23,68,0,32
C10491,33,M,69073,Facebook,15,3,70,210,2023-05-19,2024-10-30,153,0,19
C10492,37,F,47646,Instagram,34,5,52,260,2024-07-01,2025-02-28,32,0,15
C10493,58,M,76289,Facebook,19,6,95,570,2022-09-20,2025-02-05,55,0,23
C10494,51,M,45238,Facebook,19,5,100,500,2023-04-17,2025-03-09,23,0,31
C10495,28,F,35660,TikTok,32,2,17,34,2024-04-15,2024-11-28,124,0,18
C10496,30,M,41955,Instagram,28,2,41,82,2023-12-18,2025-02-14,46,0,11
C10497,45,F,49078,Facebook,14,3,72,216,2022-11-07,2025-01-18,73,1,18
C10498,51,F,57724,Facebook,10,1,54,54,2023-07-15,2025-01-25,66,0,20
C10499,31,M,63311,Facebook,8,2,74,148,2023-11-10,2024-10-19,164,1,20
C10500,24,M,62853,Instagram,20,3,25,75,2022-10-10,2024-11-14,138,1,11
C10501,27,F,22278,Instagram,23,2,24,48,2022-11-06,2024-10-04,179,0,20
C10502,21,F,18000,TikTok,46,2,36,72,2023-01-06,2024-11-24,128,1,13
C10503,33,F,61420,Facebook,16,3,115,345,2024-01-17,2025-03-04,28,1,23
C10504,40,M,24848,Facebook,18,1,92,92,2022-06-28,2024-11-13,139,2,20
C10505,29,M,37499,Instagram,33,1,52,52,2022-08-04,2024-11-15,137,0,18
C10506,36,M,21149,Instagram,34,3,58,174,2023-06-05,2024-11-13,139,0,23
C10507,40,M,52432,Facebook,19,2,67,134,2024-01-07,2024-10-20,163,0,29
C10508,29,M,45032,TikTok,36,4,30,120,2022-10-27,2025-01-25,66,0,13
C10509,19,M,32379,Instagram,23,2,21,42,2023-10-07,2024-10-08,175,0,12
C10510,26,F,35859,Instagram,33,5,38,190,2022-09-19,2024-10-08,175,0,17
C10511,22,M,27227,TikTok,41,1,27,27,2023-09-29,2025-03-04,28,0,6
C10512,40,M,46789,Facebook,14,3,92,276,2024-06-29,2025-02-14,46,2,25
C10513,48,M,49324,Facebook,16,2,79,158,2023-06-17,2025-03-19,13,0,29
C10514,23,F,37841,TikTok,40,5,12,60,2022-11-27,2025-01-07,84,1,15
C10515,39,F,77647,Instagram,35,2,56,112,2022-12-14,2024-12-25,97,0,20
C10516,23,F,51191,TikTok,43,3,16,48,2023-12-23,2024-12-23,99,0,18
C10517,49,M,18000,Facebook,11,2,42,84,2023-10-13,2025-03-20,12,0,34
C10518,47,F,42247,Facebook,11,2,62,124,2022-08-01,2024-11-28,124,0,33
C10519,23,F,18000,TikTok,37,5,11,55,2023-08-22,2025-03-04,28,1,17
C10520,29,F,50080,TikTok,36,2,13,26,2022-10-27,2025-01-05,86,2,12
C10521,20,M,49902,TikTok,41,2,39,78,2023-05-14,2025-01-13,78,1,14
C10522,27,F,36116,Instagram,31,1,24,24,2022-09-01,2025-01-30,61,0,24
C10523,27,F,50476,TikTok,48,2,25,50,2023-02-09,2024-12-27,95,0,9
C10524,24,M,18000,TikTok,40,1,36,36,2023-08-25,2024-12-02,120,0,16
C10525,30,M,37678,Instagram,27,4,16,64,2022-11-12,2025-03-15,17,0,15
C10526,27,M,66538,Instagram,38,2,55,110,2023-10-29,2024-12-26,96,0,14
C10527,23,F,33557,Instagram,31,1,51,51,2023-03-08,2025-01-12,79,1,21
C10528,39,M,33438,Facebook,13,1,80,80,2022-06-12,2024-10-21,162,0,15
C10529,53,M,66349,Facebook,15,2,103,206,2024-06-03,2025-02-03,57,0,33
C10530,21,F,36953,Instagram,35,3,32,96,2023-09-07,2024-12-27,95,1,14
C10531,43,F,22981,Facebook,15,1,109,109,2023-08-04,2024-10-29,154,0,29
C10532,18,M,26737,Instagram,34,3,16,48,2023-06-02,2025-02-17,43,0,24
C10533,23,M,54811,Instagram,22,3,38,114,2022-09-08,2025-01-08,83,0,20
C10534,35,F,59189,Facebook,17,1,95,95,2024-03-31,2024-12-08,114,1,19
C10535,55,F,62238,Facebook,15,2,62,124,2022-11-14,2025-01-05,86,1,29
C10536,17,F,29345,TikTok,46,1,11,11,2023-08-29,2025-03-17,15,0,15
C10537,33,M,53258,Facebook,16,1,53,53,2023-03-07,2025-03-17,15,2,35
C10538,20,M,18000,Instagram,38,4,46,184,2022-12-20,2024-10-30,153,0,15
C10539,30,F,56400,Instagram,34,5,38,190,2024-05-08,2025-03-10,22,1,19
C10540,25,F,18000,TikTok,33,5,18,90,2023-06-17,2025-03-10,22,0,17
C10541,37,M,28919,Facebook,15,3,43,129,2024-01-14,2025-02-18,42,0,24
C10542,25,F,37818,TikTok,33,1,11,11,2023-01-16,2024-12-07,115,0,8
C10543,52,F,39826,Facebook,25,4,73,292,2022-07-10,2024-10-14,169,0,24
C10544,17,F,46559,TikTok,44,1,12,12,2023-04-16,2024-10-09,174,0,8
C10545,38,F,60155,Facebook,13,1,107,107,2023-12-30,2024-10-25,158,0,19
C10546,29,F,31942,Instagram,25,3,17,51,2024-02-12,2025-03-18,14,1,10
C10547,58,M,86402,Facebook,11,4,67,268,2023-05-04,2025-02-24,36,0,19
C10548,24,F,84570,Instagram,20,1,19,19,2023-02-06,2025-03-19,13,0,15
C10549,28,F,37136,TikTok,21,1,38,38,2024-07-21,2025-03-14,18,3,9
C10550,28,M,37144,Instagram,28,1,55,55,2024-05-08,2025-02-23,37,1,21
C10551,29,M,26864,TikTok,50,2,15,30,2023-07-19,2025-01-20,71,0,20
C10552,47,M,77547,Facebook,21,3,54,162,2023-04-08,2025-03-17,15,0,33
C10553,56,F,66470,Facebook,16,5,52,260,2022-09-29,2024-12-29,93,0,23
C10554,38,F,64970,Facebook,20,4,76,304,2023-04-10,2024-12-19,103,0,17
C10555,25,M,49679,Instagram,29,1,23,23,2022-12-22,2024-11-04,148,0,10
C10556,26,M,32494,Instagram,33,1,59,59,2023-02-08,2025-03-08,24,0,20
C10557,33,M,65976,Instagram,32,4,55,220,2024-03-23,2025-01-30,61,0,14
C10558,21,M,18000,Instagram,28,1,49,49,2023-02-28,2025-02-23,37,0,20
C10559,58,F,18000,Facebook,12,2,118,236,2024-01-24,2024-11-11,141,0,24
C10560,29,F,65647,TikTok,39,3,20,60,2024-04-13,2025-03-18,14,0,9
C10561,26,M,55626,Instagram,27,2,57,114,2022-10-29,2024-12-02,120,1,21
C10562,28,F,39987,Instagram,27,5,22,110,2023-11-02,2025-01-25,66,0,21
C10563,29,M,22221,TikTok,29,4,15,60,2023-06-20,2025-01-03,88,1,16
C10564,30,F,72261,Instagram,28,4,30,120,2023-09-25,2024-10-19,164,1,16
C10565,38,F,66561,Facebook,19,2,90,180,2022-12-22,2024-12-05,117,0,33
C10566,30,M,35896,TikTok,47,1,27,27,2023-01-28,2025-01-31,60,2,15
C10567,40,M,71276,Facebook,7,2,61,122,2023-12-19,2025-01-15,76,0,29
C10568,19,F,24062,TikTok,37,2,24,48,2023-02-23,2024-11-06,146,1,6
C10569,55,F,54821,Facebook,18,2,103,206,2022-08-25,2024-11-11,141,1,29
C10570,21,F,58459,TikTok,47,1,34,34,2023-11-05,2024-11-06,146,0,15
C10571,58,F,70997,Facebook,10,4,72,288,2023-09-19,2024-11-18,134,0,16
C10572,46,M,54049,Facebook,16,1,46,46,2023-09-09,2025-01-25,66,2,22
C10573,20,F,40209,TikTok,44,3,24,72,2023-10-05,2024-11-03,149,0,14
C10574,28,F,51136,Instagram,26,1,31,31,2024-06-20,2025-01-31,60,0,20
C10575,23,M,19114,TikTok,47,3,24,72,2023-11-19,2024-10-24,159,0,16
C10576,36,M,70181,Instagram,26,3,47,141,2024-04-10,2025-01-26,65,0,24
C10577,49,M,52151,Facebook,17,4,40,160,2022-11-27,2025-01-25,66,1,24
C10578,35,M,59383,Facebook,11,2,85,170,2022-09-16,2024-10-10,173,0,19
C10579,40,M,55209,Instagram,21,4,51,204,2024-02-11,2024-11-11,141,0,19
C10580,38,F,33989,Instagram,30,3,22,66,2022-12-12,2024-10-13,170,1,12
C10581,26,M,52754,Instagram,32,2,27,54,2024-07-13,2025-02-10,50,0,23
C10582,21,M,18863,Instagram,33,1,49,49,2024-04-02,2024-12-22,100,1,19
C10583,25,F,42283,TikTok,39,2,16,32,2023-04-13,2025-02-16,44,0,19
C10584,35,M,41265,Instagram,33,1,19,19,2023-09-21,2025-02-08,52,0,19
C10585,29,M,58100,Instagram,28,1,52,52,2024-05-17,2025-02-22,38,0,22
C10586,37,M,51805,Facebook,10,3,63,189,2023-10-02,2024-11-26,126,2,15
C10587,58,M,77867,Facebook,13,4,120,480,2023-10-09,2024-12-16,106,0,21
C10588,35,M,58770,Instagram,32,2,51,102,2024-05-21,2025-02-01,59,0,18
C10589,19,F,23187,Instagram,34,2,16,32,2023-11-08,2024-12-12,110,1,24
C10590,17,F,33143,TikTok,29,2,22,44,2022-06-13,2024-10-23,160,0,12
C10591,26,F,46302,TikTok,26,1,33,33,2023-03-23,2024-11-11,141,0,10
C10592,27,F,42943,Instagram,33,5,22,110,2022-10-13,2025-01-15,76,0,13
C10593,38,F,20685,Instagram,38,2,44,88,2023-06-25,2024-11-18,134,0,25
C10594,20,M,24066,TikTok,44,3,26,78,2023-04-29,2025-02-10,50,0,7
C10595,30,M,25320,Facebook,15,4,61,244,2023-04-10,2024-12-17,105,1,15
C10596,35,M,38812,Facebook,14,1,50,50,2022-09-12,2025-02-08,52,1,17
C10597,17,M,18000,TikTok,35,1,21,21,2024-05-04,2025-03-03,29,0,6
C10598,27,M,18000,Instagram,23,3,54,162,2022-08-11,2025-01-16,75,1,14
C10599,27,M,31772,Instagram,29,2,47,94,2022-11-13,2025-02-10,50,0,21
C10600,43,M,60838,Facebook,20,4,88,352,2024-07-10,2025-02-12,48,0,27
C10601,27,M,46469,TikTok,36,5,34,170,2023-02-17,2024-10-04,179,1,18
C10602,24,F,18000,Instagram,17,2,19,38,2023-05-15,2025-02-07,53,0,18
C10603,26,M,32085,Instagram,27,2,34,68,2023-03-06,2024-11-01,151,0,10
C10604,38,M,58813,Instagram,22,2,15,30,2022-11-12,2024-10-09,174,0,10
C10605,25,M,25561,Instagram,30,2,60,120,2024-02-21,2025-01-18,73,0,11
C10606,53,M,49582,Facebook,15,2,78,156,2022-10-17,2024-12-31,91,0,23
C10607,35,M,18000,Instagram,25,5,51,255,2023-05-10,2025-02-23,37,0,22
C10608,49,F,34665,Facebook,19,3,53,159,2023-12-01,2024-12-15,107,0,24
C10609,39,F,27593,Instagram,34,2,34,68,2022-08-26,2024-11-15,137,1,16
C10610,36,F,55733,Instagram,28,2,18,36,2023-08-31,2025-02-26,34,0,20
C10611,35,F,31008,Instagram,31,1,56,56,2024-01-25,2025-01-25,66,1,24
C10612,50,F,73541,Facebook,12,4,46,184,2023-01-31,2025-02-11,49,1,34
C10613,22,F,52206,Instagram,28,1,53,53,2023-11-16,2024-12-29,93,2,21
C10614,46,F,98870,Facebook,10,3,55,165,2023-07-30,2024-10-30,153,0,27
C10615,31,M,37999,Facebook,17,1,71,71,2023-01-01,2024-10-30,153,0,23
C10616,30,F,33290,Instagram,26,4,60,240,2024-04-21,2025-03-06,26,0,13
C10617,35,F,75651,Facebook,14,1,120,120,2022-09-05,2025-01-14,77,1,35
C10618,38,F,28561,Instagram,36,2,15,30,2023-09-16,2024-10-11,172,0,25
C10619,50,F,36504,Facebook,19,3,79,237,2024-06-12,2025-02-17,43,1,30
C10620,23,F,58137,TikTok,43,1,33,33,2022-11-29,2024-10-15,168,0,19
C10621,16,F,46576,TikTok,41,4,32,128,2023-08-07,2025-03-04,28,0,15
C10622,50,F,44519,Facebook,14,3,115,345,2022-10-28,2024-11-15,137,0,35
C10623,28,F,63514,Instagram,36,1,18,18,2023-09-20,2025-01-19,72,1,10
C10624,50,M,86389,Facebook,19,5,80,400,2024-03-10,2025-03-03,29,0,21
C10625,19,F,18000,Instagram,34,1,59,59,2023-12-25,2024-10-09,174,1,21
C10626,21,M,36178,TikTok,44,1,22,22,2024-01-06,2025-01-31,60,2,11
C10627,24,M,34383,TikTok,42,1,16,16,2022-12-16,2024-10-13,170,0,9
C10628,41,M,37890,Facebook,11,1,40,40,2022-12-29,2025-01-24,67,0,30
C10629,39,F,49204,Instagram,29,1,60,60,2022-11-01,2025-01-05,86,0,14
C10630,50,F,87464,Facebook,12,1,83,83,2023-12-22,2025-02-05,55,0,19
C10631,17,F,25849,TikTok,47,3,30,90,2023-08-09,2025-03-04,28,1,15
C10632,23,M,31738,Instagram,27,3,15,45,2023-11-14,2024-11-22,130,0,25
C10633,34,M,50865,Instagram,20,2,25,50,2023-03-07,2024-10-09,174,0,19
C10634,20,M,30858,Instagram,32,5,20,100,2023-01-28,2024-12-13,109,0,25
C10635,18,M,47527,TikTok,43,1,34,34,2024-03-14,2025-02-27,33,0,14
C10636,35,M,63295,Instagram,38,4,57,228,2023-05-28,2025-01-24,67,0,10
C10637,16,F,36754,TikTok,41,2,32,64,2022-11-26,2024-12-04,118,0,7
C10638,39,M,98135,Instagram,34,4,43,172,2024-04-23,2025-01-15,76,0,14
C10639,42,M,67711,Facebook,15,1,64,64,2022-12-17,2025-01-12,79,0,34
C10640,33,M,52946,Facebook,14,3,53,159,2024-05-21,2025-02-01,59,0,18
C10641,18,F,20981,Instagram,36,1,33,33,2024-04-11,2024-11-25,127,1,19
C10642,28,F,42043,Instagram,24,3,35,105,2023-03-08,2025-03-20,12,0,20
C10643,33,F,55314,Facebook,20,5,102,510,2023-12-06,2024-12-08,114,1,34
C10644,59,M,61708,Facebook,19,3,107,321,2023-06-28,2024-12-30,92,0,24
C10645,31,M,33373,Instagram,24,3,29,87,2022-12-02,2025-01-06,85,1,16
C10646,32,M,40899,Facebook,15,1,112,112,2023-09-10,2025-02-26,34,0,35
C10647,17,M,37074,TikTok,44,3,35,105,2024-05-15,2025-02-22,38,0,7
C10648,24,M,50506,TikTok,44,1,13,13,2022-12-10,2025-01-15,76,0,9
C10649,22,F,53485,TikTok,35,1,18,18,2023-02-11,2025-01-06,85,0,12
C10650,19,M,76583,TikTok,44,3,17,51,2024-03-04,2024-12-08,114,1,9
C10651,36,M,36140,Instagram,38,3,39,117,2023-08-14,2024-12-22,100,0,21
C10652,40,F,77228,Facebook,14,2,67,134,2023-12-11,2024-11-13,139,1,32
C10653,39,M,36870,Instagram,29,3,31,93,2024-02-21,2024-11-30,122,0,10
C10654,23,F,30217,Instagram,33,2,33,66,2024-02-08,2024-12-19,103,2,22
C10655,22,M,18000,TikTok,36,2,23,46,2023-11-09,2024-11-16,136,2,14
C10656,18,M,18000,Instagram,31,2,50,100,2023-07-17,2025-01-17,74,1,24
C10657,26,M,38853,TikTok,36,3,37,111,2023-06-26,2025-03-16,16,2,16
C10658,43,F,89411,Facebook,13,4,104,416,2023-10-26,2024-11-18,134,0,18
C10659,53,M,52800,Facebook,14,1,64,64,2022-11-21,2025-02-14,46,0,23
C10660,44,F,43581,Facebook,19,5,77,385,2024-06-15,2025-02-15,45,0,29
C10661,22,M,40404,TikTok,40,1,19,19,2023-02-16,2024-10-15,168,1,20
C10662,20,F,37168,Instagram,28,2,59,118,2023-06-19,2025-02-09,51,1,23
C10663,24,F,18000,Instagram,31,3,16,48,2023-01-29,2025-03-01,31,0,15
C10664,40,M,46049,Instagram,27,1,40,40,2023-03-21,2024-12-30,92,1,20
C10665,21,M,25033,Instagram,34,5,39,195,2023-04-26,2025-03-15,17,1,16
C10666,22,F,18000,TikTok,37,5,21,105,2023-03-20,2024-12-26,96,0,17
C10667,34,F,59781,Instagram,28,2,41,82,2023-01-11,2025-03-15,17,1,12
C10668,59,F,75630,Facebook,18,3,90,270,2023-08-31,2024-10-26,157,0,33
C10669,49,F,57273,Facebook,13,2,67,134,2023-12-09,2025-03-01,31,1,25
C10670,21,F,20441,Instagram,27,2,45,90,2023-05-15,2025-02-07,53,0,23
C10671,21,M,35580,Instagram,30,1,28,28,2022-12-05,2024-12-28,94,1,15
C10672,34,M,57735,Facebook,24,4,92,368,2022-09-24,2024-10-11,172,1,33
C10673,40,M,41769,Instagram,30,5,31,155,2024-01-25,2025-03-10,22,0,10
C10674,35,F,54769,Instagram,27,3,44,132,2023-09-05,2024-11-14,138,1,18
C10675,31,M,56034,Instagram,27,5,54,270,2023-03-02,2024-12-02,120,1,16
C10676,19,M,18000,Instagram,44,3,60,180,2024-06-08,2025-03-02,30,0,25
C10677,20,M,29521,Instagram,26,4,34,136,2023-01-17,2025-01-08,83,0,19
C10678,29,M,18000,TikTok,47,1,19,19,2024-06-11,2025-03-15,17,0,10
C10679,38,M,29171,Instagram,33,5,35,175,2023-03-22,2024-11-21,131,0,22
C10680,40,M,55382,Facebook,15,1,40,40,2023-04-30,2024-10-12,171,1,33
C10681,51,M,79038,Facebook,11,3,44,132,2023-04-14,2024-12-20,102,0,24
C10682,35,F,58010,Facebook,6,2,73,146,2024-08-03,2025-03-12,20,1,30
