id_cliente,edad,genero,ingresos,plataforma,interacciones,compras,total_gastado,fecha_ultima_compra,costo_adquisicion
C12942,55,M,78151,TikTok,23,1,92,2025-03-08,18
C12943,42,M,55007,Facebook,24,2,70,2025-01-31,26
C12944,45,M,31605,TikTok,32,3,198,2024-11-25,14
C12945,31,M,31800,Instagram,16,3,120,2025-01-18,22
C12946,37,F,104840,Instagram,16,2,138,2024-11-16,24
C12947,19,F,66571,TikTok,10,1,71,2025-02-09,14
C12948,22,M,91278,Instagram,17,3,288,2025-01-25,10
C12949,59,F,20876,Facebook,21,2,114,2025-03-17,32
C12950,22,M,111593,TikTok,21,2,102,2024-11-11,11
C12951,29,M,92498,TikTok,31,2,138,2025-02-05,19
C12952,20,M,43024,Instagram,23,2,90,2024-12-02,18
C12953,36,F,20591,Instagram,21,5,250,2025-01-02,23
C12954,39,F,52087,TikTok,18,2,138,2024-12-26,14
C12955,33,M,115446,Instagram,20,1,68,2024-10-19,20
C12956,43,F,95227,Facebook,21,3,129,2025-02-06,26
C12957,27,F,112939,Instagram,17,2,148,2024-11-26,20
C12958,28,F,65753,Facebook,20,3,219,2024-10-28,21
C12959,46,F,106226,Instagram,25,4,152,2024-10-07,13
C12960,24,F,89914,Instagram,21,1,55,2024-12-13,13
C12961,41,M,85599,Instagram,20,1,66,2024-11-06,20
C12962,38,F,108461,Facebook,13,1,22,2024-10-11,15
C12963,36,F,98734,Instagram,27,1,30,2024-11-13,11
C12964,27,M,69262,Facebook,16,4,280,2024-11-19,31
C12965,39,F,108275,TikTok,20,4,116,2025-02-18,13
C12966,40,F,60312,Facebook,23,3,132,2024-12-01,20
C12967,41,M,20218,Instagram,21,2,88,2024-12-16,10
C12968,51,M,57005,TikTok,16,2,96,2024-12-04,16
C12969,19,M,22187,Facebook,20,5,385,2025-01-09,24
C12970,38,F,89449,TikTok,16,2,62,2024-10-22,11
C12971,59,M,115936,Instagram,17,1,65,2025-03-10,24
C12972,46,M,32673,TikTok,12,1,70,2024-11-10,10
C12973,20,M,24789,Facebook,18,3,135,2025-03-19,32
C12974,54,M,112249,TikTok,26,3,171,2025-01-24,10
C12975,35,M,105295,Instagram,25,4,336,2025-01-30,14
C12976,24,M,92893,TikTok,18,2,72,2024-11-24,18
C12977,54,F,81104,Instagram,20,2,68,2025-01-11,23
C12978,52,F,76273,TikTok,20,2,184,2025-02-18,19
C12979,51,M,45655,TikTok,17,3,189,2025-03-14,17
C12980,43,M,88435,Facebook,26,1,98,2024-11-21,23
C12981,40,M,66587,Instagram,23,1,89,2024-12-23,11
C12982,51,M,114899,TikTok,20,1,67,2025-03-14,16
C12983,33,M,94180,Instagram,23,1,91,2024-12-11,12
C12984,53,F,40240,Instagram,20,1,56,2025-02-17,22
C12985,41,M,24602,Instagram,17,3,231,2025-02-21,11
C12986,28,M,79220,TikTok,16,3,216,2025-02-13,8
C12987,24,M,52771,Instagram,18,4,336,2025-01-30,10
C12988,24,F,36408,Facebook,21,3,93,2024-10-18,28
C12989,36,M,113685,Facebook,27,1,87,2024-12-26,34
C12990,46,M,36040,TikTok,13,2,110,2025-01-24,7
C12991,28,F,58294,Instagram,21,3,279,2024-10-17,16
C12992,25,M,101169,Facebook,21,1,82,2024-11-21,22
C12993,35,M,51823,Instagram,22,2,154,2024-10-28,17
C12994,22,M,87117,TikTok,23,3,168,2024-12-25,5
C12995,49,M,57536,Facebook,20,2,116,2025-02-19,23
C12996,57,F,64338,Instagram,20,2,86,2025-03-07,19
C12997,28,M,118354,Facebook,17,3,90,2024-12-15,18
C12998,31,M,40673,Facebook,23,1,97,2025-02-09,26
C12999,59,F,39416,TikTok,19,3,201,2024-12-16,15
C13000,27,F,40069,Instagram,24,2,46,2025-03-02,22
C13001,26,M,115472,Instagram,21,1,87,2024-11-23,21
C13002,43,F,50036,Facebook,19,1,99,2024-12-17,32
C13003,32,F,63833,TikTok,21,3,72,2025-03-22,6
C13004,38,F,36508,TikTok,25,4,156,2025-02-14,18
C13005,34,F,109928,TikTok,18,1,82,2025-02-25,5
C13006,56,M,53849,Instagram,17,2,180,2025-01-26,21
C13007,34,M,107433,TikTok,20,1,92,2025-03-12,15
C13008,44,F,87293,Facebook,16,4,88,2024-11-03,28
C13009,31,M,41800,Instagram,19,1,44,2025-02-19,10
C13010,40,M,88520,Instagram,17,3,141,2025-01-31,20
C13011,24,F,53767,Instagram,21,3,222,2024-12-22,11
C13012,39,F,48827,TikTok,17,1,89,2024-12-26,9
C13013,31,M,89686,Instagram,20,2,82,2025-01-04,14
C13014,42,M,109562,Instagram,25,1,77,2025-03-14,22
C13015,59,F,109977,Instagram,15,4,352,2024-11-05,20
C13016,19,F,23855,Instagram,16,4,236,2024-11-14,14
C13017,28,M,89863,Facebook,13,3,126,2025-03-13,33
C13018,54,F,27340,Instagram,23,1,83,2024-10-06,11
C13019,32,F,86453,Facebook,25,2,88,2025-03-01,31
C13020,27,F,33105,Facebook,19,3,240,2024-12-11,28
C13021,55,F,73971,Instagram,22,1,46,2024-10-23,16
C13022,46,F,87031,Instagram,24,3,195,2024-12-05,18
C13023,37,F,60129,Instagram,24,1,67,2025-02-25,24
C13024,39,F,64171,TikTok,20,4,268,2024-11-16,11
C13025,59,M,20970,TikTok,25,2,120,2024-11-12,16
C13026,56,M,96280,Facebook,25,4,256,2024-12-15,25
C13027,33,F,23515,Instagram,19,2,80,2025-01-17,15
C13028,19,F,33553,Instagram,12,2,160,2024-11-01,10
C13029,46,F,106785,Facebook,20,2,106,2025-02-04,25
C13030,26,M,79308,TikTok,15,3,183,2025-01-29,9
C13031,50,M,59286,TikTok,27,3,168,2024-11-28,13
C13032,37,M,73619,Facebook,12,4,140,2024-12-25,30
C13033,33,F,49808,Facebook,18,3,294,2025-01-30,20
C13034,38,F,93103,TikTok,15,2,126,2025-01-25,7
C13035,25,M,55774,Facebook,21,3,228,2024-10-26,16
C13036,48,F,42556,Facebook,23,1,37,2024-11-06,25
C13037,23,M,96619,Facebook,14,2,102,2024-11-09,15
C13038,37,F,118892,Instagram,22,2,58,2025-02-05,23
C13039,58,M,49001,Instagram,20,1,45,2024-11-04,17
C13040,28,M,107219,TikTok,17,2,154,2024-10-05,18
C13041,59,F,103749,Instagram,16,2,98,2024-11-11,22
C13042,19,F,52062,TikTok,26,3,297,2025-01-24,9
C13043,45,M,68877,Facebook,24,2,126,2025-01-09,23
C13044,24,M,45886,Facebook,23,1,84,2025-02-05,17
C13045,53,M,47398,Instagram,19,3,246,2024-12-16,23
C13046,29,F,89004,Instagram,27,2,66,2025-03-09,24
C13047,40,M,44240,Instagram,23,1,93,2025-01-12,10
C13048,52,F,36708,Instagram,24,1,93,2024-12-06,18
C13049,42,F,50065,TikTok,21,2,190,2024-11-20,8
C13050,54,F,20628,Instagram,23,5,305,2024-11-09,14
C13051,37,F,48100,Facebook,16,1,64,2024-11-07,17
C13052,44,M,21307,TikTok,16,2,82,2024-10-21,12
C13053,25,M,28423,Facebook,24,3,117,2025-01-08,18
C13054,53,F,66259,Instagram,23,1,52,2025-01-23,15
C13055,32,M,116491,Instagram,22,1,52,2024-12-09,21
C13056,59,F,42755,Facebook,24,1,27,2024-10-13,25
C13057,56,M,26482,Instagram,23,5,390,2024-11-06,12
C13058,55,F,23938,Instagram,15,1,35,2024-10-10,16
C13059,31,M,105112,TikTok,21,2,180,2025-01-03,11
C13060,45,F,64859,Facebook,23,1,97,2025-03-06,28
C13061,27,M,22416,Facebook,16,4,288,2024-12-29,16
C13062,24,F,108945,Facebook,16,1,89,2025-02-09,34
C13063,20,M,27743,Instagram,25,2,90,2025-03-07,17
C13064,37,F,110654,TikTok,22,3,105,2024-11-28,16
C13065,56,F,42504,Instagram,20,3,273,2025-03-04,20
C13066,43,F,89544,Instagram,12,3,132,2024-12-17,14
C13067,50,F,89982,Facebook,10,3,192,2025-03-12,30
C13068,59,M,24722,Instagram,27,4,96,2025-01-16,23
C13069,48,F,41695,Facebook,21,1,88,2025-01-15,28
C13070,35,F,100391,Instagram,18,4,372,2024-11-14,15
C13071,59,M,61098,Instagram,18,2,190,2024-12-21,14
C13072,54,F,40630,TikTok,35,1,49,2025-01-28,9
C13073,42,F,109933,Instagram,15,2,194,2025-01-03,16
C13074,36,M,104292,Facebook,15,2,72,2025-02-18,31
C13075,28,M,26816,Instagram,23,2,44,2024-11-30,21
C13076,38,M,77844,Facebook,18,3,96,2024-10-21,26
C13077,34,M,69935,Instagram,17,1,70,2024-10-13,21
C13078,56,F,90807,TikTok,16,2,142,2025-02-02,7
C13079,48,F,70753,Facebook,23,5,465,2025-03-17,23
C13080,50,F,48566,Instagram,25,3,192,2024-12-17,19
C13081,29,M,80582,Instagram,21,3,231,2024-11-01,22
C13082,27,F,68711,Facebook,25,3,225,2025-01-05,18
C13083,46,M,30283,Instagram,19,5,225,2024-11-30,17
C13084,41,M,71288,TikTok,18,2,124,2024-10-07,19
C13085,48,F,102760,Instagram,24,3,201,2025-01-27,11
C13086,30,F,77465,Facebook,24,3,147,2024-10-22,20
C13087,33,F,81976,Facebook,22,4,348,2024-12-11,15
C13088,49,F,84440,Instagram,15,2,112,2024-12-30,22
C13089,44,F,20426,Instagram,15,3,192,2025-01-08,12
C13090,31,F,69045,TikTok,13,3,297,2025-01-17,19
C13091,35,M,33893,Facebook,22,3,138,2025-02-22,33
C13092,34,F,26052,Facebook,14,4,312,2024-12-04,22
C13093,24,F,48202,Instagram,28,2,58,2025-01-14,19
C13094,50,F,38877,Facebook,23,4,340,2024-11-13,25
C13095,27,M,44908,Facebook,19,2,44,2025-02-10,23
C13096,24,F,70762,Facebook,16,1,41,2024-12-24,32
C13097,35,F,78057,TikTok,23,1,45,2025-01-04,18
C13098,59,M,72904,Instagram,14,5,105,2024-10-10,19
C13099,31,M,24863,Facebook,15,3,162,2024-10-17,16
C13100,55,F,119658,Facebook,24,1,96,2024-11-10,16
C13101,37,F,29727,Instagram,23,2,86,2025-01-09,24
C13102,52,F,94422,TikTok,24,3,144,2024-12-09,8
C13103,31,M,98880,Instagram,18,2,74,2024-12-11,17
C13104,53,F,107399,Instagram,18,1,99,2025-01-12,12
C13105,43,F,28704,Instagram,22,3,267,2025-01-19,11
C13106,48,M,52993,Instagram,24,1,21,2025-02-14,22
C13107,26,F,119552,Instagram,19,3,183,2024-11-20,24
C13108,21,F,117825,TikTok,28,2,152,2024-11-09,13
C13109,58,F,86630,Facebook,16,1,85,2024-11-30,15
C13110,46,F,45536,TikTok,17,3,261,2025-03-18,11
C13111,40,F,32987,TikTok,23,3,201,2024-11-21,14
C13112,52,M,48421,Instagram,25,3,66,2024-12-10,15
C13113,39,F,119822,TikTok,33,2,168,2024-12-26,5
C13114,21,F,53565,TikTok,23,1,50,2025-03-06,8
C13115,31,F,114598,TikTok,27,1,95,2025-02-08,14
C13116,28,F,107458,Instagram,18,1,85,2024-10-24,22
C13117,45,M,57377,TikTok,21,2,150,2024-12-18,16
C13118,20,F,90307,Instagram,17,1,23,2024-11-09,18
C13119,47,F,25050,TikTok,27,2,156,2025-01-29,15
C13120,28,F,25711,Facebook,11,1,39,2025-03-06,27
C13121,42,F,23243,Facebook,12,3,75,2025-03-06,30
C13122,29,M,87881,Instagram,13,2,184,2025-01-15,21
C13123,26,F,29810,TikTok,21,2,146,2025-01-29,10
C13124,40,M,88384,Instagram,17,1,42,2025-01-15,15
C13125,27,M,47500,TikTok,17,1,97,2025-02-13,12
C13126,18,M,40993,TikTok,27,2,94,2025-02-09,10
C13127,56,F,72032,Instagram,13,2,138,2024-12-21,20
C13128,52,M,48134,TikTok,25,3,63,2025-03-13,5
C13129,51,M,117818,Facebook,21,3,237,2024-11-15,19
C13130,46,F,105836,TikTok,22,1,34,2024-11-12,10
C13131,25,M,108806,Instagram,18,1,96,2024-11-25,10
C13132,55,M,73688,TikTok,18,1,66,2025-02-04,19
C13133,23,F,105319,Facebook,15,3,123,2024-12-26,19
C13134,18,M,115422,Facebook,21,3,240,2024-11-05,30
C13135,53,F,45144,Facebook,24,1,46,2024-11-01,22
C13136,29,F,60172,Instagram,20,1,65,2025-02-25,21
C13137,57,M,91085,TikTok,23,4,320,2024-11-01,7
C13138,48,F,112398,Instagram,21,4,168,2024-12-19,21
C13139,22,M,62041,TikTok,22,2,124,2025-01-15,5
C13140,28,M,109229,Instagram,19,2,80,2025-02-13,20
C13141,23,M,57329,Facebook,14,5,120,2024-10-27,23
C13142,31,M,100556,Instagram,13,2,54,2025-02-03,14
C13143,43,F,21253,Instagram,21,4,124,2024-12-24,23
C13144,50,M,76697,Facebook,24,2,144,2025-02-06,30
C13145,21,M,115762,Facebook,12,3,180,2025-02-17,26
C13146,34,M,78152,Facebook,14,2,68,2025-03-20,21
C13147,19,F,38939,Instagram,18,4,144,2024-12-18,24
C13148,34,M,87785,Facebook,23,4,356,2024-12-10,19
C13149,30,F,22327,Facebook,21,2,146,2024-10-26,17
C13150,32,F,73960,TikTok,24,2,166,2025-03-08,13
C13151,28,F,43127,Instagram,19,4,384,2025-03-07,15
C13152,18,M,44897,TikTok,16,2,40,2025-01-15,6
C13153,32,F,105058,Facebook,11,1,62,2025-03-12,15
C13154,58,F,97491,TikTok,14,1,38,2024-11-12,7
C13155,30,M,64569,Facebook,31,2,140,2024-11-18,34
C13156,23,M,27184,Instagram,14,2,174,2024-11-08,10
C13157,40,F,34403,Instagram,21,3,117,2025-03-13,16
C13158,23,M,71970,Facebook,17,3,177,2025-02-12,34
C13159,34,M,36495,Facebook,13,2,168,2024-10-29,18
C13160,53,F,99150,Instagram,34,2,96,2024-12-25,11
C13161,29,M,106875,Instagram,17,1,70,2024-12-08,19
C13162,25,F,41274,Facebook,19,4,328,2024-10-29,18
C13163,48,F,33518,Facebook,19,1,46,2024-10-20,30
C13164,51,M,70897,Facebook,10,2,62,2024-11-23,31
C13165,41,F,118752,Instagram,30,1,63,2025-02-03,18
C13166,36,M,64241,Instagram,18,5,140,2024-11-24,14
C13167,26,M,44621,Instagram,22,1,89,2024-12-03,12
C13168,56,F,89518,TikTok,21,4,268,2024-12-19,12
C13169,20,F,24549,Instagram,26,4,376,2024-11-03,15
C13170,59,M,113931,Facebook,18,3,282,2024-10-16,15
C13171,50,F,26951,Facebook,25,1,89,2025-01-24,16
C13172,50,M,92040,Instagram,23,2,52,2024-10-25,16
C13173,32,M,47073,Instagram,14,1,52,2025-01-21,16
C13174,30,M,75948,Facebook,20,2,190,2024-11-14,27
C13175,34,M,118839,Facebook,28,2,124,2024-10-22,16
C13176,53,M,74364,Instagram,16,2,98,2024-11-16,21
C13177,26,F,83901,Instagram,22,4,336,2024-10-25,18
C13178,53,M,93538,Facebook,20,1,44,2025-02-21,29
C13179,25,F,64938,TikTok,12,2,178,2025-02-16,16
C13180,47,M,101421,Facebook,16,2,80,2025-01-21,19
C13181,23,F,53649,Facebook,26,1,61,2025-03-02,33
C13182,35,F,25008,TikTok,22,3,90,2025-01-06,9
C13183,45,F,44641,TikTok,17,3,96,2025-01-30,10
C13184,41,M,53534,Facebook,19,3,81,2024-12-13,34
C13185,50,M,87573,Facebook,22,4,364,2024-12-09,20
C13186,54,F,55415,TikTok,23,3,186,2024-11-12,5
C13187,38,F,78820,Facebook,19,5,330,2024-10-26,15
C13188,24,M,108635,Facebook,20,1,87,2024-10-10,30
C13189,36,F,69872,Instagram,25,1,26,2025-01-06,21
C13190,21,M,75987,Facebook,17,1,32,2025-01-23,20
C13191,35,F,84350,Instagram,18,1,39,2024-12-15,23
C13192,31,F,50990,Facebook,20,2,166,2024-12-07,18
C13193,21,F,89737,Instagram,14,2,62,2024-10-10,20
C13194,56,M,85921,TikTok,19,5,440,2024-10-26,19
C13195,55,M,115743,TikTok,16,2,112,2025-01-31,15
C13196,18,M,69599,Instagram,23,2,192,2025-03-16,11
C13197,34,M,42036,Instagram,20,1,72,2024-10-05,24
C13198,43,M,108165,TikTok,17,3,120,2025-02-09,14
C13199,23,M,37942,Facebook,17,5,335,2025-01-21,26
C13200,36,F,43586,Instagram,25,2,48,2024-10-24,14
C13201,31,M,95431,TikTok,15,2,182,2024-12-21,5
C13202,43,F,88371,TikTok,18,2,54,2025-02-02,7
C13203,50,F,85285,TikTok,17,4,88,2025-02-12,13
C13204,33,M,92768,Facebook,15,1,84,2025-01-06,24
C13205,33,F,29560,Facebook,24,2,96,2025-02-18,32
C13206,20,M,86931,TikTok,18,1,37,2024-11-09,16
C13207,52,F,111602,Facebook,32,1,27,2025-01-15,25
C13208,32,M,42644,TikTok,21,1,70,2024-10-05,5
C13209,31,F,91668,Instagram,25,4,356,2025-01-05,17
C13210,52,M,117634,Facebook,18,2,174,2024-12-10,28
C13211,18,F,28350,Instagram,28,2,138,2025-02-15,22
C13212,38,F,55094,TikTok,15,3,93,2024-10-18,17
C13213,45,F,66854,Facebook,23,2,198,2025-03-12,16
C13214,47,F,46917,Facebook,20,3,147,2024-12-16,24
C13215,54,M,82672,Instagram,26,3,72,2024-11-15,15
C13216,55,M,116656,TikTok,16,2,180,2025-01-16,11
C13217,20,F,51527,TikTok,19,1,56,2024-11-01,8
C13218,43,F,58766,Facebook,25,2,124,2025-02-15,22
C13219,53,M,110498,Instagram,20,2,144,2024-11-23,23
C13220,38,M,101539,Facebook,17,5,220,2025-01-18,29
C13221,48,F,81635,Instagram,22,5,120,2024-11-22,17
C13222,35,F,102464,Instagram,23,2,132,2025-02-28,22
C13223,57,M,78619,Instagram,18,2,56,2024-10-28,14
C13224,36,M,34116,Instagram,20,1,22,2024-12-22,17
C13225,45,M,83525,Instagram,18,2,118,2024-11-08,13
C13226,48,F,60962,Facebook,21,4,192,2025-01-23,34
C13227,57,F,112654,Instagram,22,2,78,2025-02-07,17
C13228,34,F,73160,TikTok,26,1,93,2025-02-23,17
C13229,34,F,40142,Facebook,18,3,198,2025-01-16,31
C13230,48,M,62545,Facebook,29,5,270,2024-10-18,27
C13231,36,M,99622,Instagram,22,2,170,2025-02-27,10
C13232,32,F,119783,Facebook,25,2,48,2024-10-25,19
C13233,39,M,81791,Facebook,21,1,62,2025-01-31,20
C13234,21,F,110513,Instagram,23,3,246,2024-12-10,11
C13235,42,F,75129,TikTok,19,1,28,2024-10-07,19
C13236,44,M,42022,Instagram,17,1,35,2025-02-04,18
C13237,51,F,55518,Facebook,23,3,144,2025-03-07,21
C13238,40,M,42116,TikTok,26,4,128,2024-11-26,11
C13239,39,F,26678,Instagram,23,2,190,2024-10-15,14
C13240,32,M,29803,Instagram,27,3,228,2024-10-04,12
C13241,32,F,37061,Facebook,19,2,142,2025-03-04,30
C13242,46,M,28381,Facebook,19,2,56,2024-11-26,34
C13243,54,M,83585,Instagram,18,2,148,2024-11-05,13
C13244,19,F,33254,TikTok,15,3,93,2024-11-13,13
C13245,26,M,59750,Facebook,21,4,140,2024-11-06,34
C13246,27,M,85718,Instagram,19,3,210,2025-01-06,24
C13247,58,M,45844,Instagram,17,3,87,2024-12-02,18
C13248,27,F,87516,Facebook,24,2,174,2025-02-05,17
C13249,51,M,85059,TikTok,32,1,59,2024-12-25,19
C13250,34,M,57863,Facebook,16,4,224,2025-03-10,23
C13251,46,F,119296,TikTok,19,2,56,2025-02-05,9
C13252,27,F,27506,TikTok,24,1,51,2024-12-13,7
C13253,36,M,39022,Instagram,25,1,61,2024-10-23,17
C13254,38,F,83088,Instagram,19,4,224,2024-10-28,16
C13255,50,F,77929,Facebook,14,2,148,2025-02-07,26
C13256,40,F,70425,TikTok,17,2,58,2025-01-07,5
C13257,32,M,117873,Instagram,17,4,396,2025-01-09,13
C13258,30,M,52892,Instagram,15,3,75,2025-01-27,12
C13259,19,F,89381,Instagram,22,3,132,2024-10-11,10
C13260,26,F,70264,TikTok,14,2,86,2024-10-25,17
C13261,33,F,92365,Instagram,22,4,368,2025-03-13,13
C13262,28,F,27105,Instagram,24,2,130,2025-02-05,10
C13263,19,F,96134,Facebook,21,3,225,2025-02-02,22
C13264,22,F,71549,Instagram,20,4,212,2025-02-01,20
C13265,41,M,44483,Facebook,15,3,243,2024-11-09,31
C13266,49,M,118938,Instagram,19,2,84,2025-02-04,22
C13267,27,F,56092,Instagram,16,1,38,2025-03-02,22
C13268,52,F,29204,TikTok,25,2,138,2024-11-06,9
C13269,48,M,111221,Facebook,20,4,164,2024-10-25,20
C13270,32,F,111056,Instagram,14,3,264,2025-02-10,19
C13271,37,M,85813,Facebook,22,2,162,2024-11-05,34
C13272,27,F,119706,Facebook,20,2,94,2025-02-07,33
C13273,44,M,93726,TikTok,12,4,148,2024-11-18,12
C13274,59,F,48675,TikTok,19,4,212,2024-10-19,11
C13275,41,M,62098,Instagram,15,2,44,2024-11-30,24
C13276,32,F,116957,Instagram,21,4,316,2025-03-01,18
C13277,57,M,105841,Facebook,17,2,102,2025-03-14,16
C13278,55,M,99039,TikTok,21,1,74,2024-12-19,15
C13279,58,F,76482,TikTok,9,4,348,2024-12-25,14
C13280,54,M,102283,TikTok,27,3,102,2024-12-16,17
C13281,46,M,57319,TikTok,12,2,102,2025-03-09,9
C13282,45,M,70599,Instagram,20,3,243,2024-11-29,13
C13283,18,M,59145,TikTok,25,2,98,2024-12-10,8
C13284,24,F,78037,Instagram,20,4,192,2025-01-23,20
C13285,51,M,78804,Facebook,22,4,356,2025-02-02,31
C13286,23,M,78221,Instagram,23,2,82,2025-02-09,16
C13287,37,M,41791,Instagram,32,1,20,2024-12-22,15
C13288,25,M,43884,Facebook,14,2,120,2024-12-23,19
C13289,57,M,77513,TikTok,19,5,420,2024-11-24,16
C13290,49,M,78636,TikTok,16,3,102,2024-10-31,5
C13291,26,F,38507,Instagram,23,1,21,2025-01-26,16
C13292,29,F,119188,TikTok,22,3,234,2025-01-11,15
C13293,28,M,81174,Facebook,20,5,150,2025-01-19,17
C13294,20,F,110538,Instagram,22,4,304,2025-01-30,17
C13295,21,M,32514,Instagram,15,2,166,2024-10-29,10
C13296,51,M,69904,Facebook,14,2,170,2024-12-27,22
C13297,44,F,29233,Instagram,21,1,65,2024-12-27,24
C13298,44,M,45259,Facebook,25,4,176,2025-03-17,15
C13299,46,M,52270,Facebook,13,3,117,2024-10-17,26
C13300,28,F,83392,Facebook,19,1,22,2024-11-02,33
C13301,47,F,109595,Facebook,22,1,34,2024-12-25,26
C13302,49,F,74466,Instagram,18,2,76,2024-12-12,22
C13303,19,M,33088,Facebook,13,3,147,2025-03-09,19
C13304,22,F,84844,TikTok,20,1,36,2025-01-31,14
C13305,59,M,97852,TikTok,29,2,136,2025-01-04,9
C13306,37,F,79546,Facebook,17,3,120,2025-01-15,17
C13307,42,M,44171,TikTok,17,2,172,2025-03-14,15
C13308,22,M,94136,TikTok,16,2,104,2025-03-07,16
C13309,20,F,47396,Facebook,27,4,124,2025-02-08,22
C13310,56,F,57681,Instagram,11,3,81,2025-03-08,15
C13311,18,F,112747,Instagram,26,2,124,2025-01-19,18
C13312,59,F,97010,Facebook,23,2,88,2024-12-14,16
C13313,27,M,80128,Facebook,19,1,65,2024-12-22,28
C13314,28,F,35259,Facebook,23,4,372,2025-01-04,20
C13315,35,M,54809,Facebook,28,3,219,2025-01-22,16
C13316,21,F,64772,Instagram,20,1,80,2024-12-16,16
C13317,38,F,111196,Facebook,23,2,86,2025-01-21,17
C13318,42,F,100903,Facebook,16,4,336,2025-01-11,20
C13319,41,M,70665,TikTok,19,1,44,2024-10-26,13
C13320,35,M,29632,Facebook,22,2,74,2025-03-06,15
C13321,22,F,104031,Instagram,21,2,168,2025-03-20,21
C13322,30,F,90895,Instagram,20,1,54,2025-03-04,19
C13323,54,F,104130,Facebook,22,1,38,2024-10-10,19
C13324,59,M,119447,Instagram,18,3,147,2025-03-15,11
C13325,53,M,51817,Instagram,17,3,285,2025-02-08,20
C13326,35,F,67778,Instagram,17,3,84,2025-03-15,12
C13327,25,M,49824,Facebook,9,2,72,2024-11-18,21
C13328,28,F,33742,Instagram,21,3,180,2025-02-02,17
C13329,43,M,114681,TikTok,13,2,94,2025-03-22,16
C13330,19,F,110793,TikTok,26,3,147,2024-11-15,12
C13331,54,M,31664,Facebook,20,3,204,2025-03-22,23
C13332,35,M,76715,TikTok,22,3,252,2025-01-29,8
C13333,56,M,117893,Instagram,13,2,70,2025-01-05,10
C13334,28,F,111361,Instagram,21,3,243,2024-10-10,11
C13335,47,M,46126,Instagram,16,4,168,2024-12-20,13
C13336,23,F,27909,Instagram,12,1,53,2024-11-03,21
C13337,28,F,47202,Facebook,22,4,396,2025-01-22,23
C13338,58,M,47079,Instagram,23,3,219,2025-01-05,13
C13339,46,F,112024,TikTok,22,2,52,2024-11-30,7
C13340,38,F,51276,Facebook,16,3,90,2025-02-09,26
C13341,19,M,54741,Facebook,29,1,93,2025-03-11,17
C13342,30,M,24462,Facebook,23,1,89,2025-02-19,21
C13343,36,F,50627,Instagram,24,3,186,2025-03-16,23
C13344,35,M,72010,TikTok,22,2,68,2024-11-28,9
C13345,33,M,45931,Instagram,19,3,99,2025-03-19,14
C13346,33,F,110482,TikTok,15,1,29,2024-11-14,11
C13347,35,M,114685,TikTok,19,3,249,2024-10-16,7
C13348,58,F,77417,TikTok,14,4,164,2024-10-28,13
C13349,32,M,55165,Instagram,28,1,42,2025-01-03,21
C13350,24,M,44312,Facebook,22,1,77,2024-10-22,15
C13351,31,F,96585,Facebook,19,2,132,2025-03-16,21
C13352,22,F,55555,Facebook,18,1,46,2024-11-22,15
C13353,30,M,88517,TikTok,24,2,156,2025-01-23,12
C13354,33,M,109283,TikTok,17,2,136,2024-12-23,16
C13355,26,F,68376,Instagram,13,1,38,2024-12-26,21
C13356,25,M,29829,Facebook,24,2,52,2024-12-24,32
C13357,19,M,89829,Instagram,17,3,78,2024-10-06,18
C13358,44,F,42476,Instagram,17,1,39,2024-12-19,11
C13359,42,M,48856,Facebook,21,1,39,2025-02-10,34
C13360,58,M,20956,Instagram,25,3,165,2025-01-26,10
C13361,40,M,71007,TikTok,21,4,168,2024-12-26,17
C13362,38,F,98150,TikTok,12,2,178,2024-12-31,9
C13363,23,F,67879,Facebook,20,1,91,2024-12-23,32
C13364,27,M,57320,TikTok,25,3,90,2024-12-02,16
C13365,44,F,30456,Instagram,14,2,120,2024-11-19,24
C13366,41,M,41793,Instagram,14,4,164,2025-02-19,21
C13367,29,F,102088,Facebook,17,2,152,2024-10-15,17
C13368,53,M,117785,Instagram,13,5,305,2025-02-11,15
C13369,50,M,108803,Facebook,26,2,80,2025-03-14,32
C13370,53,M,63068,Facebook,23,2,144,2024-12-29,16
C13371,51,M,47947,Facebook,21,2,176,2024-12-24,21
C13372,47,M,104129,TikTok,17,3,111,2025-01-22,18
C13373,41,F,90443,Facebook,17,2,194,2025-03-03,26
C13374,49,M,98663,Instagram,19,3,270,2025-01-28,11
C13375,40,F,63735,Instagram,18,1,65,2024-10-29,19
C13376,47,M,91099,Facebook,22,5,400,2024-11-09,22
C13377,30,M,69564,Instagram,16,4,136,2024-11-21,24
C13378,27,F,25356,TikTok,23,2,70,2024-10-04,12
C13379,20,M,106743,TikTok,25,3,105,2024-10-15,5
C13380,23,F,49542,Facebook,27,5,240,2025-02-22,34
C13381,39,F,33415,TikTok,24,1,63,2024-11-04,13
C13382,55,F,32159,Facebook,24,3,204,2025-03-08,15
C13383,59,M,57762,TikTok,17,2,112,2024-10-18,7
C13384,37,M,105247,Facebook,18,2,106,2025-02-04,33
C13385,41,M,85200,Instagram,17,2,172,2025-02-26,12
C13386,19,M,75481,TikTok,18,3,189,2025-03-07,10
C13387,32,F,75814,Facebook,19,2,64,2025-01-23,32
C13388,36,M,32185,Facebook,19,4,128,2025-03-04,31
C13389,46,M,42108,Facebook,22,2,136,2024-10-17,26
C13390,40,M,36316,Facebook,19,3,90,2025-03-09,30
