Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,CAC,LTV,Rentabilidad,LTV_CAC_Ratio
3402,44,Female,Backpack,Accessories,71,Nevada,L,Peach,Winter,3.4,No,Venmo,Standard,No,No,39,Credit Card,Weekly,40.0,1808,45.2,45.2
3403,22,Female,Hoodie,Clothing,61,Louisiana,M,Black,Spring,4.4,No,Venmo,2-Day Shipping,No,No,11,PayPal,Every 3 Months,55.0,861,24.6,15.654545454545454
3404,30,Female,Boots,Footwear,65,Illinois,M,Olive,Summer,3.9,No,Credit Card,Standard,No,No,1,Cash,Bi-Weekly,,735,26.25,26.25
3405,69,Female,Gloves,Accessories,34,South Carolina,L,Olive,Fall,3.9,No,Cash,2-Day Shipping,No,No,34,Credit Card,Annually,44.0,1825,41.47727272727273,41.47727272727273
3406,28,Female,Blouse,Clothing,87,Washington,M,White,Summer,4.2,No,Venmo,Store Pickup,No,No,47,Bank Transfer,Bi-Weekly,103.0,1717,20.686746987951807,16.66990291262136
3407,57,Female,Sweater,Clothing,79,Nebraska,M,Red,Spring,4.0,No,Venmo,Store Pickup,No,No,24,Venmo,Quarterly,87.0,1817,27.119402985074625,20.885057471264368
3408,46,Female,Dress,Clothing,46,Alabama,S,Purple,Spring,2.6,No,Bank Transfer,Store Pickup,No,No,20,Cash,Quarterly,62.0,601,14.30952380952381,9.693548387096774
3409,48,Female,Socks,Clothing,72,Montana,L,Purple,Summer,4.4,No,PayPal,Standard,No,No,11,Bank Transfer,Annually,86.0,1969,29.833333333333332,22.8953488372093
3410,24,Female,Shirt,Clothing,93,Minnesota,M,Teal,Summer,3.2,No,PayPal,Next Day Air,No,No,3,Credit Card,Every 3 Months,112.0,1554,16.891304347826086,13.875
3411,50,Female,Sandals,Footwear,76,Ohio,L,Teal,Summer,4.3,No,PayPal,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly,,1401,15.566666666666666,15.566666666666666
3412,29,Female,Shoes,Footwear,56,New York,L,Gray,Winter,4.9,No,Venmo,2-Day Shipping,No,No,45,Cash,Weekly,,1823,28.936507936507937,28.936507936507937
3413,61,Female,Sandals,Footwear,83,Indiana,M,Magenta,Fall,3.8,No,Credit Card,Store Pickup,No,No,31,Venmo,Quarterly,,1537,21.34722222222222,21.34722222222222
3414,34,Female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,No,Cash,Express,No,No,16,PayPal,Bi-Weekly,35.0,1400,40.0,40.0
3415,27,Female,Boots,Footwear,94,Connecticut,M,Maroon,Spring,4.9,No,Venmo,Next Day Air,No,No,3,Bank Transfer,Quarterly,,1064,16.369230769230768,16.369230769230768
3416,38,Female,Blouse,Clothing,68,New York,M,Gold,Fall,3.0,No,Credit Card,2-Day Shipping,No,No,15,Bank Transfer,Annually,82.0,1804,29.096774193548388,22.0
3417,25,Female,Sandals,Footwear,53,Alabama,M,Purple,Spring,3.2,No,PayPal,Store Pickup,No,No,11,Bank Transfer,Every 3 Months,,1395,19.10958904109589,19.10958904109589
3418,54,Female,Coat,Outerwear,35,Massachusetts,M,Blue,Summer,2.9,No,PayPal,2-Day Shipping,No,No,22,Debit Card,Fortnightly,95.0,1797,18.91578947368421,18.91578947368421
3419,53,Female,Jacket,Outerwear,30,South Carolina,M,Beige,Summer,2.8,No,Cash,Free Shipping,No,No,35,Debit Card,Annually,56.0,204,3.642857142857143,3.642857142857143
3420,23,Female,Jewelry,Accessories,26,West Virginia,L,Indigo,Winter,3.1,No,Venmo,Store Pickup,No,No,5,Venmo,Bi-Weekly,75.0,1990,26.533333333333335,26.533333333333335
3421,19,Female,Hat,Accessories,60,Kentucky,M,Purple,Winter,3.4,No,Debit Card,Express,No,No,35,PayPal,Bi-Weekly,61.0,1556,25.508196721311474,25.508196721311474
3422,57,Female,Shoes,Footwear,30,New Jersey,M,Maroon,Summer,2.9,No,PayPal,Free Shipping,No,No,27,PayPal,Weekly,,479,6.302631578947368,6.302631578947368
3423,19,Female,Coat,Outerwear,91,New York,L,Beige,Winter,3.2,No,Credit Card,Next Day Air,No,No,9,Venmo,Monthly,21.0,649,30.904761904761905,30.904761904761905
3424,33,Female,Boots,Footwear,71,Massachusetts,M,Brown,Spring,3.8,No,Venmo,Next Day Air,No,No,21,PayPal,Bi-Weekly,,1818,21.13953488372093,21.13953488372093
3425,33,Female,Scarf,Accessories,64,Florida,L,Green,Summer,3.6,No,Venmo,2-Day Shipping,No,No,23,Credit Card,Monthly,84.0,1864,22.19047619047619,22.19047619047619
3426,38,Female,Hat,Accessories,54,Michigan,M,Blue,Summer,4.3,No,Bank Transfer,Next Day Air,No,No,3,Debit Card,Bi-Weekly,35.0,1783,50.94285714285714,50.94285714285714
3427,47,Female,Socks,Clothing,35,Oregon,XL,Magenta,Fall,4.8,No,PayPal,2-Day Shipping,No,No,31,Credit Card,Annually,106.0,372,4.325581395348837,3.509433962264151
3428,39,Female,T-shirt,Clothing,38,Michigan,XL,Turquoise,Winter,2.5,No,Bank Transfer,Store Pickup,No,No,44,Cash,Annually,60.0,1872,46.8,31.2
3429,32,Female,Jewelry,Accessories,69,Washington,M,Gray,Fall,2.5,No,Debit Card,Next Day Air,No,No,20,Venmo,Monthly,34.0,811,23.852941176470587,23.852941176470587
3430,27,Female,Skirt,Clothing,96,Alaska,S,Purple,Winter,4.6,No,Debit Card,Express,No,No,34,Debit Card,Weekly,105.0,1694,19.929411764705883,16.133333333333333
3431,67,Female,Socks,Clothing,73,Montana,M,Lavender,Winter,4.2,No,Credit Card,Next Day Air,No,No,17,Bank Transfer,Every 3 Months,98.0,849,10.884615384615385,8.66326530612245
3432,46,Female,Belt,Accessories,49,New Mexico,S,Green,Summer,4.2,No,Cash,Express,No,No,20,Venmo,Annually,81.0,1721,21.246913580246915,21.246913580246915
3433,36,Female,Boots,Footwear,44,Connecticut,M,Gray,Summer,4.8,No,Credit Card,2-Day Shipping,No,No,46,PayPal,Every 3 Months,,903,12.202702702702704,12.202702702702704
3434,62,Female,Socks,Clothing,93,Alaska,M,Yellow,Spring,4.5,No,Cash,Free Shipping,No,No,28,PayPal,Annually,54.0,1420,41.76470588235294,26.296296296296298
3435,31,Female,Pants,Clothing,72,Ohio,S,Orange,Summer,3.3,No,PayPal,2-Day Shipping,No,No,6,Venmo,Fortnightly,46.0,1850,71.15384615384616,40.21739130434783
3436,68,Female,Socks,Clothing,91,Montana,M,Beige,Summer,2.7,No,Debit Card,2-Day Shipping,No,No,50,Debit Card,Bi-Weekly,50.0,1270,42.333333333333336,25.4
3437,57,Female,Belt,Accessories,83,Nebraska,L,Peach,Winter,2.8,No,Venmo,2-Day Shipping,No,No,41,Bank Transfer,Monthly,40.0,417,10.425,10.425
3438,22,Female,Jacket,Outerwear,62,Oklahoma,S,Green,Winter,3.5,No,Venmo,2-Day Shipping,No,No,50,PayPal,Annually,88.0,1542,17.522727272727273,17.522727272727273
3439,26,Female,Shirt,Clothing,71,Kentucky,M,Violet,Fall,3.0,No,Debit Card,Store Pickup,No,No,33,Credit Card,Monthly,42.0,417,18.954545454545453,9.928571428571429
3440,43,Female,Gloves,Accessories,93,Idaho,M,Gray,Summer,4.5,No,Cash,Express,No,No,25,Venmo,Quarterly,50.0,630,12.6,12.6
3441,45,Female,Handbag,Accessories,63,Maryland,L,Magenta,Fall,4.3,No,Credit Card,2-Day Shipping,No,No,2,PayPal,Weekly,38.0,222,5.842105263157895,5.842105263157895
3442,64,Female,Sweater,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,No,Debit Card,Standard,No,No,15,Credit Card,Annually,88.0,213,3.1323529411764706,2.4204545454545454
3443,28,Female,Skirt,Clothing,78,Michigan,M,Violet,Spring,4.3,No,Venmo,Next Day Air,No,No,12,PayPal,Weekly,107.0,885,10.172413793103448,8.271028037383177
3444,47,Female,Dress,Clothing,24,Tennessee,L,Silver,Summer,5.0,No,PayPal,Free Shipping,No,No,28,Cash,Bi-Weekly,54.0,775,22.794117647058822,14.351851851851851
3445,53,Female,Pants,Clothing,63,Rhode Island,S,Green,Summer,3.8,No,Cash,2-Day Shipping,No,No,12,Bank Transfer,Bi-Weekly,53.0,1666,50.484848484848484,31.433962264150942
3446,42,Female,Hat,Accessories,58,Florida,M,Magenta,Fall,4.9,No,Venmo,Standard,No,No,3,Debit Card,Annually,27.0,978,36.22222222222222,36.22222222222222
3447,51,Female,Boots,Footwear,55,Louisiana,S,Purple,Spring,5.0,No,Debit Card,2-Day Shipping,No,No,20,Cash,Weekly,,1958,67.51724137931035,67.51724137931035
3448,62,Female,Sandals,Footwear,58,Arkansas,M,Blue,Fall,4.3,No,Debit Card,Express,No,No,3,Bank Transfer,Bi-Weekly,,454,8.566037735849056,8.566037735849056
3449,18,Female,Coat,Outerwear,28,Kentucky,S,Yellow,Winter,4.1,No,PayPal,Express,No,No,32,Bank Transfer,Fortnightly,32.0,315,9.84375,9.84375
3450,48,Female,Blouse,Clothing,37,Kansas,M,Brown,Spring,4.5,No,PayPal,Standard,No,No,35,Cash,Monthly,33.0,376,28.923076923076923,11.393939393939394
3451,20,Female,Shorts,Clothing,78,Vermont,M,Pink,Spring,3.6,No,PayPal,Store Pickup,No,No,31,PayPal,Monthly,40.0,802,40.1,20.05
3452,32,Female,Blouse,Clothing,73,Nevada,XL,Silver,Fall,3.0,No,Bank Transfer,Free Shipping,No,No,13,Credit Card,Annually,103.0,1841,22.180722891566266,17.87378640776699
3453,26,Female,Jacket,Outerwear,20,Oklahoma,M,Indigo,Spring,3.7,No,Credit Card,Next Day Air,No,No,3,Venmo,Fortnightly,41.0,1052,25.658536585365855,25.658536585365855
3454,31,Female,Shirt,Clothing,60,Alabama,L,Pink,Winter,4.3,No,Venmo,Standard,No,No,48,Venmo,Bi-Weekly,92.0,1802,25.02777777777778,19.58695652173913
3455,55,Female,Handbag,Accessories,71,Louisiana,S,Lavender,Fall,4.6,No,Cash,Store Pickup,No,No,15,PayPal,Bi-Weekly,90.0,1095,12.166666666666666,12.166666666666666
3456,49,Female,T-shirt,Clothing,89,Ohio,M,Orange,Fall,4.7,No,Bank Transfer,Standard,No,No,13,Venmo,Annually,30.0,1234,123.4,41.13333333333333
3457,42,Female,Hoodie,Clothing,53,Texas,M,Red,Fall,4.6,No,Bank Transfer,Express,No,No,21,Venmo,Monthly,81.0,678,11.114754098360656,8.37037037037037
3458,64,Female,Jewelry,Accessories,87,Maryland,M,Gray,Summer,3.0,No,Bank Transfer,Express,No,No,29,Cash,Fortnightly,73.0,1965,26.91780821917808,26.91780821917808
3459,68,Female,Jewelry,Accessories,37,West Virginia,L,Violet,Spring,3.4,No,PayPal,Standard,No,No,24,Venmo,Quarterly,32.0,1874,58.5625,58.5625
3460,68,Female,Hoodie,Clothing,37,Ohio,L,Green,Fall,3.8,No,Venmo,Express,No,No,21,PayPal,Annually,39.0,620,32.63157894736842,15.897435897435898
3461,41,Female,Scarf,Accessories,78,Indiana,M,Gold,Spring,3.1,No,Credit Card,Express,No,No,5,Bank Transfer,Bi-Weekly,12.0,1379,114.91666666666667,114.91666666666667
3462,51,Female,Shoes,Footwear,23,Wyoming,S,Maroon,Spring,4.4,No,Venmo,Standard,No,No,47,Cash,Quarterly,,729,13.5,13.5
3463,44,Female,Jeans,Clothing,73,Michigan,L,Olive,Spring,4.5,No,Bank Transfer,Standard,No,No,34,Credit Card,Every 3 Months,39.0,1619,85.21052631578948,41.51282051282051
3464,27,Female,Jewelry,Accessories,27,Maine,M,Yellow,Fall,2.8,No,Debit Card,2-Day Shipping,No,No,45,PayPal,Fortnightly,34.0,1214,35.705882352941174,35.705882352941174
3465,36,Female,Coat,Outerwear,59,Utah,S,Peach,Winter,2.7,No,Debit Card,Next Day Air,No,No,12,PayPal,Annually,42.0,1140,27.142857142857142,27.142857142857142
3466,19,Female,Backpack,Accessories,53,Iowa,M,Gold,Spring,3.4,No,Bank Transfer,Standard,No,No,31,Debit Card,Weekly,65.0,1478,22.73846153846154,22.73846153846154
3467,49,Female,Socks,Clothing,42,Maryland,S,Purple,Summer,4.6,No,Debit Card,Standard,No,No,43,Bank Transfer,Annually,74.0,1755,32.5,23.716216216216218
3468,18,Female,Scarf,Accessories,45,Texas,M,Charcoal,Fall,5.0,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Annually,79.0,307,3.8860759493670884,3.8860759493670884
3469,36,Female,Sunglasses,Accessories,89,Ohio,S,Indigo,Winter,3.5,No,Credit Card,Standard,No,No,36,Debit Card,Quarterly,38.0,1560,41.05263157894737,41.05263157894737
3470,36,Female,Socks,Clothing,85,North Dakota,L,Magenta,Fall,3.3,No,Bank Transfer,Store Pickup,No,No,12,Cash,Annually,88.0,1098,16.147058823529413,12.477272727272727
3471,19,Female,Coat,Outerwear,69,West Virginia,S,Olive,Summer,4.5,No,Cash,Free Shipping,No,No,31,Cash,Bi-Weekly,56.0,1803,32.19642857142857,32.19642857142857
3472,43,Female,Sandals,Footwear,66,North Carolina,S,Blue,Spring,3.1,No,Cash,Store Pickup,No,No,31,Cash,Bi-Weekly,,990,61.875,61.875
3473,31,Female,Blouse,Clothing,42,Georgia,S,White,Summer,4.0,No,Bank Transfer,Free Shipping,No,No,15,Debit Card,Weekly,110.0,303,3.3666666666666667,2.7545454545454544
3474,63,Female,Dress,Clothing,40,Kansas,M,Cyan,Spring,2.5,No,Credit Card,Express,No,No,11,Cash,Weekly,45.0,1249,49.96,27.755555555555556
3475,41,Female,Pants,Clothing,82,Maine,M,Cyan,Winter,4.4,No,PayPal,Store Pickup,No,No,18,Venmo,Monthly,42.0,478,21.727272727272727,11.380952380952381
3476,48,Female,Sneakers,Footwear,88,South Carolina,M,Orange,Spring,4.4,No,Debit Card,Express,No,No,9,Cash,Quarterly,,748,14.666666666666666,14.666666666666666
3477,68,Female,Boots,Footwear,99,South Carolina,XL,Orange,Summer,3.2,No,Credit Card,Free Shipping,No,No,11,Cash,Weekly,,976,12.2,12.2
3478,53,Female,Handbag,Accessories,85,Kentucky,S,Teal,Spring,3.8,No,PayPal,Store Pickup,No,No,38,Debit Card,Bi-Weekly,26.0,1546,59.46153846153846,59.46153846153846
3479,36,Female,Handbag,Accessories,57,Arizona,M,Magenta,Fall,4.6,No,PayPal,Store Pickup,No,No,42,PayPal,Quarterly,97.0,1884,19.422680412371133,19.422680412371133
3480,46,Female,Sweater,Clothing,56,New York,S,Orange,Summer,4.9,No,PayPal,Standard,No,No,41,Cash,Monthly,119.0,1646,16.626262626262626,13.831932773109244
3481,21,Female,Sandals,Footwear,79,New Hampshire,L,Peach,Winter,3.5,No,Cash,Free Shipping,No,No,45,PayPal,Monthly,,556,8.176470588235293,8.176470588235293
3482,52,Female,Socks,Clothing,67,Ohio,S,Maroon,Summer,3.4,No,Credit Card,Store Pickup,No,No,41,Debit Card,Bi-Weekly,110.0,1270,14.11111111111111,11.545454545454545
3483,66,Female,Gloves,Accessories,61,Hawaii,M,Gold,Winter,3.9,No,Venmo,Next Day Air,No,No,35,Debit Card,Weekly,20.0,316,15.8,15.8
3484,19,Female,Hoodie,Clothing,37,Texas,L,White,Winter,3.9,No,Venmo,Express,No,No,21,Credit Card,Every 3 Months,80.0,1533,25.55,19.1625
3485,44,Female,Dress,Clothing,75,Illinois,L,Gray,Fall,4.2,No,Debit Card,Free Shipping,No,No,13,Credit Card,Bi-Weekly,70.0,1264,25.28,18.057142857142857
3486,50,Female,Shirt,Clothing,21,Massachusetts,XL,Brown,Winter,3.4,No,Debit Card,Standard,No,No,23,Debit Card,Fortnightly,107.0,1946,22.367816091954023,18.186915887850468
3487,51,Female,Shorts,Clothing,89,North Carolina,L,Charcoal,Winter,4.9,No,Debit Card,Standard,No,No,6,PayPal,Weekly,97.0,238,3.090909090909091,2.4536082474226806
3488,25,Female,Sandals,Footwear,24,West Virginia,L,Beige,Fall,2.9,No,Debit Card,Store Pickup,No,No,39,Bank Transfer,Annually,,1741,54.40625,54.40625
3489,62,Female,Sweater,Clothing,27,Delaware,XL,Teal,Spring,4.9,No,Cash,Store Pickup,No,No,7,Cash,Quarterly,42.0,1971,89.5909090909091,46.92857142857143
3490,48,Female,Dress,Clothing,26,Idaho,L,Black,Summer,4.6,No,Bank Transfer,2-Day Shipping,No,No,32,PayPal,Every 3 Months,90.0,689,9.842857142857143,7.655555555555556
3491,62,Female,Boots,Footwear,82,Oregon,M,Violet,Spring,3.6,No,Venmo,Store Pickup,No,No,43,Credit Card,Quarterly,,1482,40.054054054054056,40.054054054054056
3492,22,Female,Pants,Clothing,28,Maine,M,Orange,Winter,4.3,No,Bank Transfer,Express,No,No,15,Cash,Monthly,48.0,1160,41.42857142857143,24.166666666666668
3493,48,Female,Gloves,Accessories,65,South Dakota,M,Turquoise,Fall,4.6,No,PayPal,Standard,No,No,48,Bank Transfer,Annually,75.0,1939,25.85333333333333,25.85333333333333
3494,48,Female,Pants,Clothing,82,New Mexico,XL,Black,Winter,4.7,No,Cash,Store Pickup,No,No,35,Credit Card,Weekly,71.0,313,6.137254901960785,4.408450704225352
3495,62,Female,Scarf,Accessories,38,Washington,M,Silver,Winter,3.5,No,Credit Card,Free Shipping,No,No,41,PayPal,Quarterly,52.0,677,13.01923076923077,13.01923076923077
3496,24,Female,Shorts,Clothing,33,Georgia,XL,Gray,Spring,2.8,No,Debit Card,Free Shipping,No,No,14,Cash,Weekly,69.0,313,6.387755102040816,4.536231884057971
3497,39,Female,Shoes,Footwear,38,Idaho,M,Pink,Summer,4.0,No,Cash,Free Shipping,No,No,22,PayPal,Monthly,,373,5.828125,5.828125
3498,35,Female,Handbag,Accessories,48,Colorado,M,Red,Spring,4.3,No,PayPal,Store Pickup,No,No,16,Venmo,Every 3 Months,90.0,647,7.188888888888889,7.188888888888889
3499,47,Female,Sandals,Footwear,35,Kentucky,M,Lavender,Summer,3.8,No,PayPal,Standard,No,No,2,Bank Transfer,Bi-Weekly,,672,6.857142857142857,6.857142857142857
3500,22,Female,Socks,Clothing,29,New Jersey,L,Indigo,Fall,3.0,No,Bank Transfer,Next Day Air,No,No,13,PayPal,Every 3 Months,37.0,1813,106.6470588235294,49.0
3501,38,Female,Shirt,Clothing,48,Oregon,S,Silver,Fall,4.6,No,Credit Card,Next Day Air,No,No,38,Debit Card,Fortnightly,66.0,836,18.17391304347826,12.666666666666666
3502,53,Female,Shoes,Footwear,87,Nebraska,M,Silver,Fall,4.8,No,Bank Transfer,Standard,No,No,43,Bank Transfer,Weekly,,1695,73.69565217391305,73.69565217391305
3503,31,Female,Backpack,Accessories,62,Massachusetts,M,Green,Fall,4.7,No,Bank Transfer,Next Day Air,No,No,26,Bank Transfer,Quarterly,83.0,1332,16.048192771084338,16.048192771084338
3504,31,Female,Shirt,Clothing,96,Nebraska,M,Pink,Spring,3.9,No,Cash,Free Shipping,No,No,39,Cash,Weekly,92.0,613,8.51388888888889,6.663043478260869
3505,65,Female,Handbag,Accessories,41,Hawaii,S,Violet,Fall,4.0,No,Bank Transfer,Next Day Air,No,No,50,Venmo,Monthly,13.0,1891,145.46153846153845,145.46153846153845
3506,48,Female,Jewelry,Accessories,42,Indiana,L,Red,Winter,3.7,No,Cash,2-Day Shipping,No,No,40,Bank Transfer,Every 3 Months,10.0,1191,119.1,119.1
3507,18,Female,Shirt,Clothing,57,Illinois,L,Olive,Winter,3.7,No,Venmo,2-Day Shipping,No,No,12,Cash,Fortnightly,112.0,1923,20.902173913043477,17.169642857142858
3508,46,Female,Handbag,Accessories,65,Colorado,S,Purple,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,33,Credit Card,Every 3 Months,77.0,1605,20.844155844155843,20.844155844155843
3509,52,Female,Pants,Clothing,54,Pennsylvania,M,Gray,Fall,4.7,No,Venmo,Standard,No,No,49,Bank Transfer,Weekly,54.0,521,15.323529411764707,9.648148148148149
3510,50,Female,T-shirt,Clothing,22,Ohio,L,Brown,Winter,4.3,No,Cash,Next Day Air,No,No,43,Venmo,Bi-Weekly,61.0,1019,24.853658536585368,16.704918032786885
3511,49,Female,Sneakers,Footwear,96,Pennsylvania,S,Orange,Fall,4.9,No,Credit Card,2-Day Shipping,No,No,14,Venmo,Monthly,,869,20.209302325581394,20.209302325581394
3512,69,Female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,Venmo,2-Day Shipping,No,No,21,Credit Card,Every 3 Months,82.0,997,12.158536585365853,12.158536585365853
3513,36,Female,Shirt,Clothing,46,Kentucky,M,White,Fall,3.4,No,Bank Transfer,Free Shipping,No,No,31,Debit Card,Quarterly,107.0,944,10.850574712643677,8.822429906542055
3514,30,Female,Blouse,Clothing,74,Alaska,XL,Charcoal,Spring,4.2,No,Bank Transfer,Store Pickup,No,No,29,Credit Card,Fortnightly,54.0,1824,53.64705882352941,33.77777777777778
3515,25,Female,Sneakers,Footwear,50,Georgia,XL,Gray,Winter,4.7,No,Venmo,Express,No,No,32,Cash,Monthly,,1529,61.16,61.16
3516,19,Female,Dress,Clothing,80,South Dakota,XL,Charcoal,Winter,4.0,No,PayPal,Next Day Air,No,No,16,Debit Card,Bi-Weekly,72.0,1211,23.28846153846154,16.819444444444443
3517,34,Female,Boots,Footwear,56,South Carolina,S,White,Summer,4.0,No,Venmo,Free Shipping,No,No,38,PayPal,Bi-Weekly,,1448,85.17647058823529,85.17647058823529
3518,29,Female,Skirt,Clothing,69,Tennessee,M,Orange,Winter,3.1,No,Debit Card,Next Day Air,No,No,34,Debit Card,Every 3 Months,35.0,369,24.6,10.542857142857143
3519,50,Female,Shirt,Clothing,97,Colorado,M,Black,Spring,4.2,No,Bank Transfer,Standard,No,No,30,PayPal,Quarterly,84.0,583,9.109375,6.940476190476191
3520,31,Female,Shorts,Clothing,66,Wisconsin,M,White,Winter,3.7,No,Credit Card,Next Day Air,No,No,14,Bank Transfer,Fortnightly,48.0,1960,70.0,40.833333333333336
3521,41,Female,Hat,Accessories,70,Georgia,S,Brown,Spring,3.1,No,PayPal,Express,No,No,33,Bank Transfer,Monthly,76.0,217,2.8552631578947367,2.8552631578947367
3522,52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Credit Card,Store Pickup,No,No,35,Venmo,Weekly,,968,10.408602150537634,10.408602150537634
3523,27,Female,Pants,Clothing,85,New Jersey,M,Yellow,Spring,3.2,No,Bank Transfer,Store Pickup,No,No,13,Cash,Quarterly,39.0,1068,56.21052631578947,27.384615384615383
3524,49,Female,Backpack,Accessories,59,Nevada,M,Cyan,Summer,2.8,No,PayPal,Standard,No,No,30,Cash,Fortnightly,91.0,1904,20.923076923076923,20.923076923076923
3525,69,Female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Credit Card,Free Shipping,No,No,30,Credit Card,Monthly,120.0,1318,13.18,10.983333333333333
3526,45,Female,Sunglasses,Accessories,38,Wyoming,L,Olive,Winter,3.5,No,PayPal,Standard,No,No,47,Bank Transfer,Annually,33.0,1762,53.39393939393939,53.39393939393939
3527,20,Female,Sweater,Clothing,99,Massachusetts,M,Olive,Spring,3.8,No,PayPal,Express,No,No,1,PayPal,Every 3 Months,109.0,1380,15.50561797752809,12.660550458715596
3528,25,Female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Cash,Free Shipping,No,No,1,Cash,Weekly,115.0,698,7.347368421052631,6.069565217391304
3529,38,Female,Scarf,Accessories,67,Maine,L,Gray,Summer,4.5,No,Cash,Free Shipping,No,No,33,PayPal,Annually,10.0,252,25.2,25.2
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Credit Card,Next Day Air,No,No,43,Bank Transfer,Weekly,70.0,292,5.84,4.171428571428572
3531,62,Female,Sunglasses,Accessories,45,Oklahoma,L,Black,Spring,3.4,No,Bank Transfer,Express,No,No,37,PayPal,Weekly,21.0,537,25.571428571428573,25.571428571428573
3532,54,Female,Shoes,Footwear,52,North Dakota,XL,Violet,Winter,4.6,No,Credit Card,2-Day Shipping,No,No,23,Cash,Quarterly,,776,18.476190476190474,18.476190476190474
3533,61,Female,Pants,Clothing,68,Connecticut,L,Indigo,Fall,4.6,No,Credit Card,Standard,No,No,12,Credit Card,Annually,106.0,226,2.627906976744186,2.1320754716981134
3534,50,Female,Sneakers,Footwear,98,Texas,L,Yellow,Fall,4.7,No,Venmo,Standard,No,No,30,Venmo,Fortnightly,,1896,24.0,24.0
3535,65,Female,Shoes,Footwear,83,Delaware,M,Gray,Fall,3.2,No,Venmo,Express,No,No,7,Cash,Weekly,,1421,20.3,20.3
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5.0,No,Bank Transfer,Express,No,No,20,Debit Card,Monthly,46.0,1163,44.73076923076923,25.282608695652176
3537,55,Female,Handbag,Accessories,21,Minnesota,L,Peach,Spring,4.5,No,Venmo,Express,No,No,10,Venmo,Monthly,32.0,627,19.59375,19.59375
3538,57,Female,Handbag,Accessories,92,Georgia,M,Gray,Spring,3.5,No,Venmo,Standard,No,No,40,Credit Card,Every 3 Months,68.0,1837,27.014705882352942,27.014705882352942
3539,56,Female,Shoes,Footwear,63,Iowa,S,White,Spring,4.5,No,Venmo,Store Pickup,No,No,21,Venmo,Monthly,,586,5.91919191919192,5.91919191919192
3540,29,Female,Jewelry,Accessories,56,New York,S,Green,Spring,3.2,No,Venmo,Express,No,No,17,Credit Card,Bi-Weekly,93.0,1214,13.053763440860216,13.053763440860216
3541,24,Female,Shorts,Clothing,95,Nevada,M,Magenta,Spring,4.6,No,Bank Transfer,Free Shipping,No,No,5,Bank Transfer,Weekly,72.0,1891,36.36538461538461,26.26388888888889
3542,59,Female,Blouse,Clothing,66,Virginia,M,Olive,Winter,4.0,No,Cash,Next Day Air,No,No,22,PayPal,Annually,85.0,942,14.492307692307692,11.08235294117647
3543,62,Female,Coat,Outerwear,28,Idaho,S,Olive,Spring,4.2,No,Bank Transfer,Express,No,No,5,Venmo,Weekly,43.0,1787,41.55813953488372,41.55813953488372
3544,58,Female,Hat,Accessories,83,Colorado,M,Blue,Winter,4.1,No,Credit Card,Standard,No,No,18,PayPal,Every 3 Months,93.0,1035,11.129032258064516,11.129032258064516
3545,64,Female,Socks,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,PayPal,2-Day Shipping,No,No,42,Cash,Every 3 Months,116.0,472,4.916666666666667,4.068965517241379
3546,48,Female,Sandals,Footwear,28,Connecticut,M,Yellow,Spring,3.7,No,Venmo,2-Day Shipping,No,No,22,Debit Card,Annually,,1367,14.698924731182796,14.698924731182796
3547,60,Female,Scarf,Accessories,79,Kansas,M,Violet,Summer,3.6,No,Bank Transfer,Free Shipping,No,No,37,Bank Transfer,Bi-Weekly,97.0,811,8.360824742268042,8.360824742268042
3548,52,Female,Scarf,Accessories,31,Pennsylvania,L,Magenta,Summer,3.8,No,Debit Card,Standard,No,No,23,Credit Card,Annually,76.0,1648,21.68421052631579,21.68421052631579
3549,63,Female,Blouse,Clothing,37,Utah,M,Red,Fall,3.0,No,Venmo,Standard,No,No,47,Debit Card,Fortnightly,94.0,754,10.18918918918919,8.02127659574468
3550,44,Female,T-shirt,Clothing,34,Oregon,M,Cyan,Summer,3.4,No,Credit Card,2-Day Shipping,No,No,11,Bank Transfer,Fortnightly,55.0,597,17.057142857142857,10.854545454545455
3551,63,Female,Shoes,Footwear,74,West Virginia,S,Orange,Winter,4.8,No,Venmo,Standard,No,No,32,Cash,Weekly,,924,16.5,16.5
3552,66,Female,Gloves,Accessories,31,Montana,L,Black,Spring,2.6,No,Credit Card,Store Pickup,No,No,20,Venmo,Weekly,11.0,1934,175.8181818181818,175.8181818181818
